2008;01;0,05325974222822436
2008;02;0,05004532088530644
2008;03;0,05579556703571741
2008;04;0,03803868054533473
2008;05;0,02314456877051376
2008;06;0,021697073470383337
2008;07;0,018520353715769572
2008;08;0,02363710747889168
2008;09;0,03098375332565418
2008;10;0,03898810154691749
2008;11;0,04596570594387773
2008;12;0,11516480086174322
2009;01;0,10070402698818788
2009;02;0,07353457401206638
2009;03;0,08558974550324108
2009;04;0,04596461188397805
2009;05;0,02085605922358362
2009;06;0,025850781285448984
2009;07;0,014483066504940464
2009;08;0,017956972307029515
2009;09;0,03277541460839449
2009;10;0,05231582686665917
2009;11;0,08871721937421155
2009;12;0,09620045014788085
2010;01;0,09594779753928577
2010;02;0,07244015525252893
2010;03;0,04240107248481555
2010;04;0,03642038744922123
2010;05;0,030347195098266905
2010;06;0,025890584912061764
2010;07;0,017899868509974447
2010;08;0,01910968329050005
2010;09;0,030955477635457862
2010;10;0,040004944779249076
2010;11;0,06054579308632455
2010;12;0,15470603884732165
2011;01;0,0695312801087049
2011;02;0,06621164242443804
2011;03;0,045593412962913554
2011;04;0,02471341100928292
2011;05;0,023457412319717784
2011;06;0,018102038705766293
2011;07;0,020315889902341275
2011;08;0,01891385585589561
2011;09;0,021981471462196082
2011;10;0,0360041460449378
2011;11;0,03911649365548906
2011;12;0,06201515268131568
2012;01;0,05657950367603012
2012;02;0,054907819476828414
2012;03;0,03907230422321906
2012;04;0,034125049779725435
2012;05;0,024676254487530937
2012;06;0,022280679570124286
2012;07;0,017190703155232346
2012;08;0,01827926396434837
2012;09;0,02738382696164364
2012;10;0,04484801546487289
2012;11;0,05178090206735862
2012;12;0,049219987486926735
2013;01;0,07613034758182709
2013;02;0,10937174712547691
2013;03;0,11029655379601748
2013;04;0,03616890914396838
2013;05;0,024055479513748812
2013;06;0,021513746459564578
2013;07;0,018947207036707967
2013;08;0,02123945013270148
2013;09;0,029057634960350118
2013;10;0,030550849054751188
2013;11;0,04519079195426048
2013;12;0,045109305388465304
2014;01;0,05891217776490316
2014;02;0,04708491605961149
2014;03;0,06603466095440347
2014;04;0,022754162782754026
2014;05;0,027279257032206534
2014;06;0,021732794526107376
2014;07;0,018021994571575693
2014;08;0,02119797708956098
2014;09;0,02573126387872565
2014;10;0,02887032289671516
2014;11;0,07683918666896074
2014;12;0,059053877096780664
2015;01;0,07150002232327993
2015;02;0,10139739541025913
2015;03;0,04969935289681837
2015;04;0,03844790501348919
2015;05;0,028715831979949664
2015;06;0,021146919691627124
2015;07;0,02029373101002711
2015;08;0,017281865835683412
2015;09;0,020105913059781506
2015;10;0,07290010322204392
2015;11;0,03353234282908227
2015;12;0,04796034375755834
2016;01;0,05619959555521764
2016;02;0,046920644114482324
2016;03;0,045250193927225305
2016;04;0,0364456055299085
2016;05;0,02613733712002139
2016;06;0,021209111238713045
2016;07;0,019162370911983886
2016;08;0,018750504725681218
2016;09;0,024894377154002407
2016;10;0,05991600372766453
2016;11;0,05673319587334426
2016;12;0,049748176016398554
2017;01;0,15805579021190042
2017;02;0,05180272856235693
2017;03;0,03586308754610849
2017;04;0,036839487247522645
2017;05;0,027024704214312054
2017;06;0,018612915734124554
2017;07;0,019998351554501602
2017;08;0,020453487902710357
2017;09;0,028548957568211183
2017;10;0,04452276204437911
2017;11;0,043503357151593175
2017;12;0,053488710478742284
